Generation,FitnessScore,SolvationEnergy,Eisenberg,HelixPropensity
4490,17.2892,7.0000,0.3445,1.0981
4491,17.2892,7.0000,0.3445,1.0981
4492,17.2892,7.0000,0.3445,1.0981
4493,17.2892,7.0000,0.3445,1.0981
4494,17.2892,7.0000,0.3445,1.0981
4495,17.2892,7.0000,0.3445,1.0981
4496,17.2892,7.0000,0.3445,1.0981
4497,17.2892,7.0000,0.3445,1.0981
4498,17.2892,7.0000,0.3445,1.0981
4499,17.2892,7.0000,0.3445,1.0981
4500,17.2892,7.0000,0.3445,1.0981
4501,17.2892,7.0000,0.3445,1.0981
4502,17.2892,7.0000,0.3445,1.0981
4503,17.2892,7.0000,0.3445,1.0981
4504,17.2892,7.0000,0.3445,1.0981
4505,17.2892,7.0000,0.3445,1.0981
4506,17.2892,7.0000,0.3445,1.0981
4507,17.2892,7.0000,0.3445,1.0981
4508,17.2892,7.0000,0.3445,1.0981
4509,17.2892,7.0000,0.3445,1.0981
4510,17.2892,7.0000,0.3445,1.0981
4511,17.2892,7.0000,0.3445,1.0981
4512,17.2892,7.0000,0.3445,1.0981
4513,17.2892,7.0000,0.3445,1.0981
4514,17.2892,7.0000,0.3445,1.0981
4515,17.2892,7.0000,0.3445,1.0981
4516,17.2892,7.0000,0.3445,1.0981
4517,17.2892,7.0000,0.3445,1.0981
4518,17.2892,7.0000,0.3445,1.0981
4519,17.2892,7.0000,0.3445,1.0981
4520,17.2892,7.0000,0.3445,1.0981
4521,17.2892,7.0000,0.3445,1.0981
4522,17.2892,7.0000,0.3445,1.0981
4523,17.2892,7.0000,0.3445,1.0981
4524,17.2892,7.0000,0.3445,1.0981
4525,17.2892,7.0000,0.3445,1.0981
4526,17.2892,7.0000,0.3445,1.0981
4527,17.2892,7.0000,0.3445,1.0981
4528,17.2892,7.0000,0.3445,1.0981
4529,17.2892,7.0000,0.3445,1.0981
4530,17.2892,7.0000,0.3445,1.0981
4531,17.2892,7.0000,0.3445,1.0981
4532,17.2892,7.0000,0.3445,1.0981
4533,17.2892,7.0000,0.3445,1.0981
4534,17.2892,7.0000,0.3445,1.0981
4535,17.2892,7.0000,0.3445,1.0981
4536,17.2892,7.0000,0.3445,1.0981
4537,17.2892,7.0000,0.3445,1.0981
4538,17.2892,7.0000,0.3445,1.0981
4539,17.2892,7.0000,0.3445,1.0981
4540,17.2892,7.0000,0.3445,1.0981
4541,17.2892,7.0000,0.3445,1.0981
4542,17.2892,7.0000,0.3445,1.0981
4543,17.2892,7.0000,0.3445,1.0981
4544,17.2892,7.0000,0.3445,1.0981
4545,17.2892,7.0000,0.3445,1.0981
4546,17.2892,7.0000,0.3445,1.0981
4547,17.2892,7.0000,0.3445,1.0981
4548,17.2892,7.0000,0.3445,1.0981
4549,17.2892,7.0000,0.3445,1.0981
4550,17.2892,7.0000,0.3445,1.0981
4551,17.2892,7.0000,0.3445,1.0981
4552,17.2892,7.0000,0.3445,1.0981
4553,17.2892,7.0000,0.3445,1.0981
4554,17.2892,7.0000,0.3445,1.0981
4555,17.2892,7.0000,0.3445,1.0981
4556,17.2892,7.0000,0.3445,1.0981
4557,17.2892,7.0000,0.3445,1.0981
4558,17.2892,7.0000,0.3445,1.0981
4559,17.2892,7.0000,0.3445,1.0981
4560,17.2892,7.0000,0.3445,1.0981
4561,17.2892,7.0000,0.3445,1.0981
4562,17.2892,7.0000,0.3445,1.0981
4563,17.2892,7.0000,0.3445,1.0981
4564,17.2892,7.0000,0.3445,1.0981
4565,17.2892,7.0000,0.3445,1.0981
4566,17.2892,7.0000,0.3445,1.0981
4567,17.2892,7.0000,0.3445,1.0981
4568,17.2892,7.0000,0.3445,1.0981
4569,17.2892,7.0000,0.3445,1.0981
4570,17.2892,7.0000,0.3445,1.0981
4571,17.2892,7.0000,0.3445,1.0981
4572,17.2892,7.0000,0.3445,1.0981
4573,17.2892,7.0000,0.3445,1.0981
4574,17.2892,7.0000,0.3445,1.0981
4575,17.2892,7.0000,0.3445,1.0981
4576,17.2892,7.0000,0.3445,1.0981
4577,17.2892,7.0000,0.3445,1.0981
4578,17.2892,7.0000,0.3445,1.0981
4579,17.2892,7.0000,0.3445,1.0981
4580,17.2892,7.0000,0.3445,1.0981
4581,17.2892,7.0000,0.3445,1.0981
4582,17.2892,7.0000,0.3445,1.0981
4583,17.2892,7.0000,0.3445,1.0981
4584,17.2892,7.0000,0.3445,1.0981
4585,17.2892,7.0000,0.3445,1.0981
4586,17.2892,7.0000,0.3445,1.0981
4587,17.2892,7.0000,0.3445,1.0981
4588,17.2892,7.0000,0.3445,1.0981
4589,17.2892,7.0000,0.3445,1.0981
4590,17.2892,7.0000,0.3445,1.0981
4591,17.2892,7.0000,0.3445,1.0981
4592,17.2892,7.0000,0.3445,1.0981
4593,17.2892,7.0000,0.3445,1.0981
4594,17.2892,7.0000,0.3445,1.0981
4595,17.2892,7.0000,0.3445,1.0981
4596,17.2892,7.0000,0.3445,1.0981
4597,17.2892,7.0000,0.3445,1.0981
4598,17.2892,7.0000,0.3445,1.0981
4599,17.2892,7.0000,0.3445,1.0981
4600,17.2892,7.0000,0.3445,1.0981
4601,17.2892,7.0000,0.3445,1.0981
4602,17.2892,7.0000,0.3445,1.0981
4603,17.2892,7.0000,0.3445,1.0981
4604,17.2892,7.0000,0.3445,1.0981
4605,17.2892,7.0000,0.3445,1.0981
4606,17.2892,7.0000,0.3445,1.0981
4607,17.2892,7.0000,0.3445,1.0981
4608,17.2892,7.0000,0.3445,1.0981
4609,17.2892,7.0000,0.3445,1.0981
4610,17.2892,7.0000,0.3445,1.0981
4611,17.2892,7.0000,0.3445,1.0981
4612,17.2892,7.0000,0.3445,1.0981
4613,17.2892,7.0000,0.3445,1.0981
4614,17.2892,7.0000,0.3445,1.0981
4615,17.2892,7.0000,0.3445,1.0981
4616,17.2892,7.0000,0.3445,1.0981
4617,17.2892,7.0000,0.3445,1.0981
4618,17.2892,7.0000,0.3445,1.0981
4619,17.2892,7.0000,0.3445,1.0981
4620,17.2892,7.0000,0.3445,1.0981
4621,17.2892,7.0000,0.3445,1.0981
4622,17.2892,7.0000,0.3445,1.0981
4623,17.2892,7.0000,0.3445,1.0981
4624,17.2892,7.0000,0.3445,1.0981
4625,17.2892,7.0000,0.3445,1.0981
4626,17.2892,7.0000,0.3445,1.0981
4627,17.2892,7.0000,0.3445,1.0981
4628,17.2892,7.0000,0.3445,1.0981
4629,17.2892,7.0000,0.3445,1.0981
4630,17.2892,7.0000,0.3445,1.0981
4631,17.2892,7.0000,0.3445,1.0981
4632,17.2892,7.0000,0.3445,1.0981
4633,17.2892,7.0000,0.3445,1.0981
4634,17.2892,7.0000,0.3445,1.0981
4635,17.2892,7.0000,0.3445,1.0981
4636,17.2892,7.0000,0.3445,1.0981
4637,17.2892,7.0000,0.3445,1.0981
4638,17.2892,7.0000,0.3445,1.0981
4639,17.2892,7.0000,0.3445,1.0981
4640,17.2892,7.0000,0.3445,1.0981
4641,17.2892,7.0000,0.3445,1.0981
4642,17.2892,7.0000,0.3445,1.0981
4643,17.2892,7.0000,0.3445,1.0981
4644,17.2892,7.0000,0.3445,1.0981
4645,17.2892,7.0000,0.3445,1.0981
4646,17.2892,7.0000,0.3445,1.0981
4647,17.2892,7.0000,0.3445,1.0981
4648,17.2892,7.0000,0.3445,1.0981
4649,17.2892,7.0000,0.3445,1.0981
4650,17.2892,7.0000,0.3445,1.0981
4651,17.2892,7.0000,0.3445,1.0981
4652,17.2892,7.0000,0.3445,1.0981
4653,17.2892,7.0000,0.3445,1.0981
4654,17.2892,7.0000,0.3445,1.0981
4655,17.2892,7.0000,0.3445,1.0981
4656,17.2892,7.0000,0.3445,1.0981
4657,17.2892,7.0000,0.3445,1.0981
4658,17.2892,7.0000,0.3445,1.0981
4659,17.2892,7.0000,0.3445,1.0981
4660,17.2892,7.0000,0.3445,1.0981
4661,17.2892,7.0000,0.3445,1.0981
4662,17.2892,7.0000,0.3445,1.0981
4663,17.2892,7.0000,0.3445,1.0981
4664,17.2892,7.0000,0.3445,1.0981
4665,17.2892,7.0000,0.3445,1.0981
4666,17.2892,7.0000,0.3445,1.0981
4667,17.2892,7.0000,0.3445,1.0981
4668,17.2892,7.0000,0.3445,1.0981
4669,17.2892,7.0000,0.3445,1.0981
4670,17.2892,7.0000,0.3445,1.0981
4671,17.2892,7.0000,0.3445,1.0981
4672,17.2892,7.0000,0.3445,1.0981
4673,17.2892,7.0000,0.3445,1.0981
4674,17.2892,7.0000,0.3445,1.0981
4675,17.2892,7.0000,0.3445,1.0981
4676,17.2892,7.0000,0.3445,1.0981
4677,17.2892,7.0000,0.3445,1.0981
4678,17.2892,7.0000,0.3445,1.0981
4679,17.2892,7.0000,0.3445,1.0981
4680,17.2892,7.0000,0.3445,1.0981
4681,17.2892,7.0000,0.3445,1.0981
4682,17.2892,7.0000,0.3445,1.0981
4683,17.2892,7.0000,0.3445,1.0981
4684,17.2892,7.0000,0.3445,1.0981
4685,17.2892,7.0000,0.3445,1.0981
4686,17.2892,7.0000,0.3445,1.0981
4687,17.2892,7.0000,0.3445,1.0981
4688,17.2892,7.0000,0.3445,1.0981
4689,17.2892,7.0000,0.3445,1.0981
4690,17.2892,7.0000,0.3445,1.0981
4691,17.2892,7.0000,0.3445,1.0981
4692,17.2892,7.0000,0.3445,1.0981
4693,17.2892,7.0000,0.3445,1.0981
4694,17.2892,7.0000,0.3445,1.0981
4695,17.2892,7.0000,0.3445,1.0981
4696,17.2892,7.0000,0.3445,1.0981
4697,17.2892,7.0000,0.3445,1.0981
4698,17.2892,7.0000,0.3445,1.0981
4699,17.2892,7.0000,0.3445,1.0981
4700,17.2892,7.0000,0.3445,1.0981
4701,17.2892,7.0000,0.3445,1.0981
4702,17.2892,7.0000,0.3445,1.0981
4703,17.2892,7.0000,0.3445,1.0981
4704,17.2892,7.0000,0.3445,1.0981
4705,17.2892,7.0000,0.3445,1.0981
4706,17.2892,7.0000,0.3445,1.0981
4707,17.2892,7.0000,0.3445,1.0981
4708,17.2892,7.0000,0.3445,1.0981
4709,17.2892,7.0000,0.3445,1.0981
4710,17.2892,7.0000,0.3445,1.0981
4711,17.2892,7.0000,0.3445,1.0981
4712,17.2892,7.0000,0.3445,1.0981
4713,17.2892,7.0000,0.3445,1.0981
4714,17.2892,7.0000,0.3445,1.0981
4715,17.2892,7.0000,0.3445,1.0981
4716,17.2892,7.0000,0.3445,1.0981
4717,17.2892,7.0000,0.3445,1.0981
4718,17.2892,7.0000,0.3445,1.0981
4719,17.2892,7.0000,0.3445,1.0981
4720,17.2892,7.0000,0.3445,1.0981
4721,17.2892,7.0000,0.3445,1.0981
4722,17.2892,7.0000,0.3445,1.0981
4723,17.2892,7.0000,0.3445,1.0981
4724,17.2892,7.0000,0.3445,1.0981
4725,17.2892,7.0000,0.3445,1.0981
4726,17.2892,7.0000,0.3445,1.0981
4727,17.2892,7.0000,0.3445,1.0981
4728,17.2892,7.0000,0.3445,1.0981
4729,17.2892,7.0000,0.3445,1.0981
4730,17.2892,7.0000,0.3445,1.0981
4731,17.2892,7.0000,0.3445,1.0981
4732,17.2892,7.0000,0.3445,1.0981
4733,17.2892,7.0000,0.3445,1.0981
4734,17.2892,7.0000,0.3445,1.0981
4735,17.2892,7.0000,0.3445,1.0981
4736,17.2892,7.0000,0.3445,1.0981
4737,17.2892,7.0000,0.3445,1.0981
4738,17.2892,7.0000,0.3445,1.0981
4739,17.2892,7.0000,0.3445,1.0981
4740,17.2892,7.0000,0.3445,1.0981
4741,17.2892,7.0000,0.3445,1.0981
4742,17.2892,7.0000,0.3445,1.0981
4743,17.2892,7.0000,0.3445,1.0981
4744,17.2892,7.0000,0.3445,1.0981
4745,17.2892,7.0000,0.3445,1.0981
4746,17.2892,7.0000,0.3445,1.0981
4747,17.2892,7.0000,0.3445,1.0981
4748,17.2892,7.0000,0.3445,1.0981
4749,17.2892,7.0000,0.3445,1.0981
4750,17.2892,7.0000,0.3445,1.0981
4751,17.2892,7.0000,0.3445,1.0981
4752,17.2892,7.0000,0.3445,1.0981
4753,17.2892,7.0000,0.3445,1.0981
4754,17.2892,7.0000,0.3445,1.0981
4755,17.2892,7.0000,0.3445,1.0981
4756,17.2892,7.0000,0.3445,1.0981
4757,17.2892,7.0000,0.3445,1.0981
4758,17.2892,7.0000,0.3445,1.0981
4759,17.2892,7.0000,0.3445,1.0981
4760,17.2892,7.0000,0.3445,1.0981
4761,17.2892,7.0000,0.3445,1.0981
4762,17.2892,7.0000,0.3445,1.0981
4763,17.2892,7.0000,0.3445,1.0981
4764,17.2892,7.0000,0.3445,1.0981
4765,17.2892,7.0000,0.3445,1.0981
4766,17.2892,7.0000,0.3445,1.0981
4767,17.2892,7.0000,0.3445,1.0981
4768,17.2892,7.0000,0.3445,1.0981
4769,17.2892,7.0000,0.3445,1.0981
4770,17.2892,7.0000,0.3445,1.0981
4771,17.2892,7.0000,0.3445,1.0981
4772,17.2892,7.0000,0.3445,1.0981
4773,17.2892,7.0000,0.3445,1.0981
4774,17.2892,7.0000,0.3445,1.0981
4775,17.2892,7.0000,0.3445,1.0981
4776,17.2892,7.0000,0.3445,1.0981
4777,17.2892,7.0000,0.3445,1.0981
4778,17.2892,7.0000,0.3445,1.0981
4779,17.2892,7.0000,0.3445,1.0981
4780,17.2892,7.0000,0.3445,1.0981
4781,17.2892,7.0000,0.3445,1.0981
4782,17.2892,7.0000,0.3445,1.0981
4783,17.2892,7.0000,0.3445,1.0981
4784,17.2892,7.0000,0.3445,1.0981
4785,17.2892,7.0000,0.3445,1.0981
4786,17.2892,7.0000,0.3445,1.0981
4787,17.2892,7.0000,0.3445,1.0981
4788,17.2892,7.0000,0.3445,1.0981
4789,17.2892,7.0000,0.3445,1.0981
4790,17.2892,7.0000,0.3445,1.0981
4791,17.2892,7.0000,0.3445,1.0981
4792,17.2892,7.0000,0.3445,1.0981
4793,17.2892,7.0000,0.3445,1.0981
4794,17.2892,7.0000,0.3445,1.0981
4795,17.2892,7.0000,0.3445,1.0981
4796,17.2892,7.0000,0.3445,1.0981
4797,17.2892,7.0000,0.3445,1.0981
4798,17.2892,7.0000,0.3445,1.0981
4799,17.2892,7.0000,0.3445,1.0981
4800,17.2892,7.0000,0.3445,1.0981
4801,17.2892,7.0000,0.3445,1.0981
4802,17.2892,7.0000,0.3445,1.0981
4803,17.2892,7.0000,0.3445,1.0981
4804,17.2892,7.0000,0.3445,1.0981
4805,17.2892,7.0000,0.3445,1.0981
4806,17.2892,7.0000,0.3445,1.0981
4807,17.2892,7.0000,0.3445,1.0981
4808,17.2892,7.0000,0.3445,1.0981
4809,17.2892,7.0000,0.3445,1.0981
4810,17.2892,7.0000,0.3445,1.0981
4811,17.2892,7.0000,0.3445,1.0981
4812,17.2892,7.0000,0.3445,1.0981
4813,17.2892,7.0000,0.3445,1.0981
4814,17.2892,7.0000,0.3445,1.0981
4815,17.2892,7.0000,0.3445,1.0981
4816,17.2892,7.0000,0.3445,1.0981
4817,17.2892,7.0000,0.3445,1.0981
4818,17.2892,7.0000,0.3445,1.0981
4819,17.2892,7.0000,0.3445,1.0981
4820,17.2892,7.0000,0.3445,1.0981
4821,17.2892,7.0000,0.3445,1.0981
4822,17.2892,7.0000,0.3445,1.0981
4823,17.2892,7.0000,0.3445,1.0981
4824,17.2892,7.0000,0.3445,1.0981
4825,17.2892,7.0000,0.3445,1.0981
4826,17.2892,7.0000,0.3445,1.0981
4827,17.2892,7.0000,0.3445,1.0981
4828,17.2892,7.0000,0.3445,1.0981
4829,17.2892,7.0000,0.3445,1.0981
4830,17.2892,7.0000,0.3445,1.0981
4831,17.2892,7.0000,0.3445,1.0981
4832,17.2892,7.0000,0.3445,1.0981
4833,17.2892,7.0000,0.3445,1.0981
4834,17.2892,7.0000,0.3445,1.0981
4835,17.2892,7.0000,0.3445,1.0981
4836,17.2892,7.0000,0.3445,1.0981
4837,17.2892,7.0000,0.3445,1.0981
4838,17.2892,7.0000,0.3445,1.0981
4839,17.2892,7.0000,0.3445,1.0981
4840,17.2892,7.0000,0.3445,1.0981
4841,17.2892,7.0000,0.3445,1.0981
4842,17.2892,7.0000,0.3445,1.0981
4843,17.2892,7.0000,0.3445,1.0981
4844,17.2892,7.0000,0.3445,1.0981
4845,17.2892,7.0000,0.3445,1.0981
4846,17.2892,7.0000,0.3445,1.0981
4847,17.2892,7.0000,0.3445,1.0981
4848,17.2892,7.0000,0.3445,1.0981
4849,17.2892,7.0000,0.3445,1.0981
4850,17.2892,7.0000,0.3445,1.0981
4851,17.2892,7.0000,0.3445,1.0981
4852,17.2892,7.0000,0.3445,1.0981
4853,17.2892,7.0000,0.3445,1.0981
4854,17.2892,7.0000,0.3445,1.0981
4855,17.2892,7.0000,0.3445,1.0981
4856,17.2892,7.0000,0.3445,1.0981
4857,17.2892,7.0000,0.3445,1.0981
4858,17.2892,7.0000,0.3445,1.0981
4859,17.2892,7.0000,0.3445,1.0981
4860,17.2892,7.0000,0.3445,1.0981
4861,17.2892,7.0000,0.3445,1.0981
4862,17.2892,7.0000,0.3445,1.0981
4863,17.2892,7.0000,0.3445,1.0981
4864,17.2892,7.0000,0.3445,1.0981
4865,17.2892,7.0000,0.3445,1.0981
4866,17.2892,7.0000,0.3445,1.0981
4867,17.2892,7.0000,0.3445,1.0981
4868,17.2892,7.0000,0.3445,1.0981
4869,17.2892,7.0000,0.3445,1.0981
4870,17.2892,7.0000,0.3445,1.0981
4871,17.2892,7.0000,0.3445,1.0981
4872,17.2892,7.0000,0.3445,1.0981
4873,17.2892,7.0000,0.3445,1.0981
4874,17.2892,7.0000,0.3445,1.0981
4875,17.2892,7.0000,0.3445,1.0981
4876,17.2892,7.0000,0.3445,1.0981
4877,17.2892,7.0000,0.3445,1.0981
4878,17.2892,7.0000,0.3445,1.0981
4879,17.2892,7.0000,0.3445,1.0981
4880,17.2892,7.0000,0.3445,1.0981
4881,17.2892,7.0000,0.3445,1.0981
4882,17.2892,7.0000,0.3445,1.0981
4883,17.2892,7.0000,0.3445,1.0981
4884,17.2892,7.0000,0.3445,1.0981
4885,17.2892,7.0000,0.3445,1.0981
4886,17.2892,7.0000,0.3445,1.0981
4887,17.2892,7.0000,0.3445,1.0981
4888,17.2892,7.0000,0.3445,1.0981
4889,17.2892,7.0000,0.3445,1.0981
4890,17.2892,7.0000,0.3445,1.0981
4891,17.2892,7.0000,0.3445,1.0981
4892,17.2892,7.0000,0.3445,1.0981
4893,17.2892,7.0000,0.3445,1.0981
4894,17.2892,7.0000,0.3445,1.0981
4895,17.2892,7.0000,0.3445,1.0981
4896,17.2892,7.0000,0.3445,1.0981
4897,17.2892,7.0000,0.3445,1.0981
4898,17.2892,7.0000,0.3445,1.0981
4899,17.2892,7.0000,0.3445,1.0981
4900,17.2892,7.0000,0.3445,1.0981
4901,17.2892,7.0000,0.3445,1.0981
4902,17.2892,7.0000,0.3445,1.0981
4903,17.2892,7.0000,0.3445,1.0981
4904,17.2892,7.0000,0.3445,1.0981
4905,17.2892,7.0000,0.3445,1.0981
4906,17.2892,7.0000,0.3445,1.0981
4907,17.2892,7.0000,0.3445,1.0981
4908,17.2892,7.0000,0.3445,1.0981
4909,17.2892,7.0000,0.3445,1.0981
4910,17.2892,7.0000,0.3445,1.0981
4911,17.2892,7.0000,0.3445,1.0981
4912,17.2892,7.0000,0.3445,1.0981
4913,17.2892,7.0000,0.3445,1.0981
4914,17.2892,7.0000,0.3445,1.0981
4915,17.2892,7.0000,0.3445,1.0981
4916,17.2892,7.0000,0.3445,1.0981
4917,17.2892,7.0000,0.3445,1.0981
4918,17.2892,7.0000,0.3445,1.0981
4919,17.2892,7.0000,0.3445,1.0981
4920,17.2892,7.0000,0.3445,1.0981
4921,17.2892,7.0000,0.3445,1.0981
4922,17.2892,7.0000,0.3445,1.0981
4923,17.2892,7.0000,0.3445,1.0981
4924,17.2892,7.0000,0.3445,1.0981
4925,17.2892,7.0000,0.3445,1.0981
4926,17.2892,7.0000,0.3445,1.0981
4927,17.2892,7.0000,0.3445,1.0981
4928,17.2892,7.0000,0.3445,1.0981
4929,17.2892,7.0000,0.3445,1.0981
4930,17.2892,7.0000,0.3445,1.0981
4931,17.2892,7.0000,0.3445,1.0981
4932,17.2892,7.0000,0.3445,1.0981
4933,17.2892,7.0000,0.3445,1.0981
4934,17.2892,7.0000,0.3445,1.0981
4935,17.2892,7.0000,0.3445,1.0981
4936,17.2892,7.0000,0.3445,1.0981
4937,17.2892,7.0000,0.3445,1.0981
4938,17.2892,7.0000,0.3445,1.0981
4939,17.2892,7.0000,0.3445,1.0981
4940,17.2892,7.0000,0.3445,1.0981
4941,17.2892,7.0000,0.3445,1.0981
4942,17.2892,7.0000,0.3445,1.0981
4943,17.2892,7.0000,0.3445,1.0981
4944,17.2892,7.0000,0.3445,1.0981
4945,17.2892,7.0000,0.3445,1.0981
4946,17.2892,7.0000,0.3445,1.0981
4947,17.2892,7.0000,0.3445,1.0981
4948,17.2892,7.0000,0.3445,1.0981
4949,17.2892,7.0000,0.3445,1.0981
4950,17.2892,7.0000,0.3445,1.0981
4951,17.2892,7.0000,0.3445,1.0981
4952,17.2892,7.0000,0.3445,1.0981
4953,17.2892,7.0000,0.3445,1.0981
4954,17.2892,7.0000,0.3445,1.0981
4955,17.2892,7.0000,0.3445,1.0981
4956,17.2892,7.0000,0.3445,1.0981
4957,17.2892,7.0000,0.3445,1.0981
4958,17.2892,7.0000,0.3445,1.0981
4959,17.2892,7.0000,0.3445,1.0981
4960,17.2892,7.0000,0.3445,1.0981
4961,17.2892,7.0000,0.3445,1.0981
4962,17.2892,7.0000,0.3445,1.0981
4963,17.2892,7.0000,0.3445,1.0981
4964,17.2892,7.0000,0.3445,1.0981
4965,17.2892,7.0000,0.3445,1.0981
4966,17.2892,7.0000,0.3445,1.0981
4967,17.2892,7.0000,0.3445,1.0981
4968,17.2892,7.0000,0.3445,1.0981
4969,17.2892,7.0000,0.3445,1.0981
4970,17.2892,7.0000,0.3445,1.0981
4971,17.2892,7.0000,0.3445,1.0981
4972,17.2892,7.0000,0.3445,1.0981
4973,17.2892,7.0000,0.3445,1.0981
4974,17.2892,7.0000,0.3445,1.0981
4975,17.2892,7.0000,0.3445,1.0981
4976,17.2892,7.0000,0.3445,1.0981
4977,17.2892,7.0000,0.3445,1.0981
4978,17.2892,7.0000,0.3445,1.0981
4979,17.2892,7.0000,0.3445,1.0981
4980,17.2892,7.0000,0.3445,1.0981
4981,17.2892,7.0000,0.3445,1.0981
4982,17.2892,7.0000,0.3445,1.0981
4983,17.2892,7.0000,0.3445,1.0981
4984,17.2892,7.0000,0.3445,1.0981
4985,17.2892,7.0000,0.3445,1.0981
4986,17.2892,7.0000,0.3445,1.0981
4987,17.2892,7.0000,0.3445,1.0981
4988,17.2892,7.0000,0.3445,1.0981
4989,17.2892,7.0000,0.3445,1.0981
4990,17.2892,7.0000,0.3445,1.0981
4991,17.2892,7.0000,0.3445,1.0981
4992,17.2892,7.0000,0.3445,1.0981
4993,17.2892,7.0000,0.3445,1.0981
4994,17.2892,7.0000,0.3445,1.0981
4995,17.2892,7.0000,0.3445,1.0981
4996,17.2892,7.0000,0.3445,1.0981
4997,17.2892,7.0000,0.3445,1.0981
4998,17.2892,7.0000,0.3445,1.0981
4999,17.2892,7.0000,0.3445,1.0981
5000,17.2892,7.0000,0.3445,1.0981
5001,17.2892,7.0000,0.3445,1.0981
5002,17.2892,7.0000,0.3445,1.0981
5003,17.2892,7.0000,0.3445,1.0981
5004,17.2892,7.0000,0.3445,1.0981
5005,17.2892,7.0000,0.3445,1.0981
5006,17.2892,7.0000,0.3445,1.0981
5007,17.2892,7.0000,0.3445,1.0981
5008,17.2892,7.0000,0.3445,1.0981
5009,17.2892,7.0000,0.3445,1.0981
5010,17.2892,7.0000,0.3445,1.0981
5011,17.2892,7.0000,0.3445,1.0981
5012,17.2892,7.0000,0.3445,1.0981
5013,17.2892,7.0000,0.3445,1.0981
5014,17.2892,7.0000,0.3445,1.0981
5015,17.2892,7.0000,0.3445,1.0981
5016,17.2892,7.0000,0.3445,1.0981
5017,17.2892,7.0000,0.3445,1.0981
5018,17.2892,7.0000,0.3445,1.0981
5019,17.2892,7.0000,0.3445,1.0981
5020,17.2892,7.0000,0.3445,1.0981
5021,17.2892,7.0000,0.3445,1.0981
5022,17.2892,7.0000,0.3445,1.0981
5023,17.2892,7.0000,0.3445,1.0981
5024,17.2892,7.0000,0.3445,1.0981
5025,17.2892,7.0000,0.3445,1.0981
5026,17.2892,7.0000,0.3445,1.0981
5027,17.2892,7.0000,0.3445,1.0981
5028,17.2892,7.0000,0.3445,1.0981
5029,17.2892,7.0000,0.3445,1.0981
5030,17.2892,7.0000,0.3445,1.0981
5031,17.2892,7.0000,0.3445,1.0981
5032,17.2892,7.0000,0.3445,1.0981
5033,17.2892,7.0000,0.3445,1.0981
5034,17.2892,7.0000,0.3445,1.0981
5035,17.2892,7.0000,0.3445,1.0981
5036,17.2892,7.0000,0.3445,1.0981
5037,17.2892,7.0000,0.3445,1.0981
5038,17.2892,7.0000,0.3445,1.0981
5039,17.2892,7.0000,0.3445,1.0981
5040,17.2892,7.0000,0.3445,1.0981
5041,17.2892,7.0000,0.3445,1.0981
5042,17.2892,7.0000,0.3445,1.0981
5043,17.2892,7.0000,0.3445,1.0981
5044,17.2892,7.0000,0.3445,1.0981
5045,17.2892,7.0000,0.3445,1.0981
5046,17.2892,7.0000,0.3445,1.0981
5047,17.2892,7.0000,0.3445,1.0981
5048,17.2892,7.0000,0.3445,1.0981
5049,17.2892,7.0000,0.3445,1.0981
5050,17.2892,7.0000,0.3445,1.0981
5051,17.2892,7.0000,0.3445,1.0981
5052,17.2892,7.0000,0.3445,1.0981
5053,17.2892,7.0000,0.3445,1.0981
5054,17.2892,7.0000,0.3445,1.0981
5055,17.2892,7.0000,0.3445,1.0981
5056,17.2892,7.0000,0.3445,1.0981
5057,17.2892,7.0000,0.3445,1.0981
5058,17.2892,7.0000,0.3445,1.0981
5059,17.2892,7.0000,0.3445,1.0981
5060,17.2892,7.0000,0.3445,1.0981
5061,17.2892,7.0000,0.3445,1.0981
5062,17.2892,7.0000,0.3445,1.0981
5063,17.2892,7.0000,0.3445,1.0981
5064,17.2892,7.0000,0.3445,1.0981
5065,17.2892,7.0000,0.3445,1.0981
5066,17.2892,7.0000,0.3445,1.0981
5067,17.2892,7.0000,0.3445,1.0981
5068,17.2892,7.0000,0.3445,1.0981
5069,17.2892,7.0000,0.3445,1.0981
5070,17.2892,7.0000,0.3445,1.0981
5071,17.2892,7.0000,0.3445,1.0981
5072,17.2892,7.0000,0.3445,1.0981
5073,17.2892,7.0000,0.3445,1.0981
5074,17.2892,7.0000,0.3445,1.0981
5075,17.2892,7.0000,0.3445,1.0981
5076,17.2892,7.0000,0.3445,1.0981
5077,17.2892,7.0000,0.3445,1.0981
5078,17.2892,7.0000,0.3445,1.0981
5079,17.2892,7.0000,0.3445,1.0981
5080,17.2892,7.0000,0.3445,1.0981
5081,17.2892,7.0000,0.3445,1.0981
5082,17.2892,7.0000,0.3445,1.0981
5083,17.2892,7.0000,0.3445,1.0981
5084,17.2892,7.0000,0.3445,1.0981
5085,17.2892,7.0000,0.3445,1.0981
5086,17.2892,7.0000,0.3445,1.0981
5087,17.2892,7.0000,0.3445,1.0981
5088,17.2892,7.0000,0.3445,1.0981
5089,17.2892,7.0000,0.3445,1.0981
5090,17.2892,7.0000,0.3445,1.0981
5091,17.2892,7.0000,0.3445,1.0981
5092,17.2892,7.0000,0.3445,1.0981
5093,17.2892,7.0000,0.3445,1.0981
5094,17.2892,7.0000,0.3445,1.0981
5095,17.2892,7.0000,0.3445,1.0981
5096,17.2892,7.0000,0.3445,1.0981
